source,target
1440956484309897216,996415398013800448
2408090048,1225842028602417152
2408090048,96160040
927869520831811584,873950011909963776
83486409,873950011909963776
407710845,873950011909963776
407710845,96160040
2431146680,2387728961
1490360820185845760,96160040
369167586,1153980251812376576
808049132,850460392786718720
772192527944384512,873950011909963776
1464511634571988992,1512779499536060416
272659210,96160040
513763402,45396268
1407417499268886528,96160040
15308977,45396268
15308977,96160040
3414133881,45396268
100272864,45396268
100272864,96160040
260897786,139957577
260897786,45396268
260897786,96160040
3293623914,873950011909963776
1327680540246503424,873950011909963776
1309833371992969216,873950011909963776
3521611276,356695394
44594596,737544816871899136
1411368833336610816,1351678532246712320
165558073,96160040
1445764525840486400,1118145669301198848
134274338,45396268
134274338,96160040
1219016775393779712,873950011909963776
261572166,45396268
261572166,873950011909963776
833789569,737544816871899136
833789569,96160040
1177160480424640512,45396268
109595685,45396268
113976963,45396268
113976963,737544816871899136
113976963,873950011909963776
59076834,45396268
59076834,737544816871899136
1100723533,96160040
271648036,45396268
252061783,331734057
364036847,873950011909963776
853517857,96160040
1327987448186597376,1440956484309897216
1327987448186597376,873950011909963776
249769681,873950011909963776
179589813,873950011909963776
3517840937,737544816871899136
203578309,356695394
1120957908,96160040
357437866,1280382273225986048
357437866,737544816871899136
1534430454,1351678532246712320
1534430454,737544816871899136
1534430454,96160040
3122391053,45396268
125868304,873950011909963776
95224842,45396268
998951095400615936,356695394
1281443510,2387728961
868470375914590208,45396268
868470375914590208,737544816871899136
23820912,45396268
23820912,96160040
814912217741217792,2387728961
300990675,873950011909963776
836298135567728640,331734057
836298135567728640,96160040
867737197167955968,873950011909963776
4877554305,737544816871899136
795668474781700096,331734057
45527288,45396268
984751237286461440,45396268
984751237286461440,873950011909963776
129465875,1118145669301198848
129465875,96160040
852953009495715840,45396268
1062159748038983680,2387728961
3301107346,873950011909963776
2815513480,737544816871899136
2815513480,96160040
1274989778224676864,737544816871899136
741300005798051840,96160040
348568427,96160040
1603776991,96160040
472328034,96160040
735450666345373696,45396268
15170181,331734057
15170181,45396268
147195785,96160040
331511638,737544816871899136
438797249,356695394
1032864069999644672,2387728961
790166355957911552,737544816871899136
894957157594140672,873950011909963776
3635918417,45396268
83366378,45396268
2478286567,96160040
112310595,45396268
1387474624619982848,96160040
184474528,96160040
1437114211705016320,1305888224326365184
26718094,2387728961
853791952013283328,873950011909963776
1279704671054159872,873950011909963776
1024112553377423360,45396268
809691659784945664,2387728961
1040967088884592640,45396268
1040967088884592640,96160040
219958687,45396268
833708101274652672,2387728961
1052826522057359360,2387728961
1052826522057359360,45396268
1052826522057359360,873950011909963776
105158410,45396268
1374493763280588800,96160040
1083031372074287104,45396268
2716674754,331734057
1411220146497150976,45396268
706143,96160040
1127233048951521280,2387728961
197563080,1118145669301198848
197563080,45396268
197563080,96160040
585815864,873950011909963776
277636938,1358974999
277636938,96160040
1176469154733404160,96160040
968897792,873950011909963776
1066065777986547712,96160040
1169537895281115136,45396268
4789840808,246827295
205435856,96160040
38254777,1118145669301198848
38254777,96160040
1398365676163715072,1118145669301198848
1398365676163715072,873950011909963776
1398365676163715072,96160040
453199902,96160040
1195758517782757376,873950011909963776
1195396677076705280,45396268
132128300,873950011909963776
132128300,96160040
133393144,873950011909963776
318923751,1153980251812376576
801704826736377856,1440956484309897216
1106654670246871040,1153980251812376576
1106654670246871040,1358974999
375440843,1358974999
894236736569659392,45396268
769182187509915648,873950011909963776
1268122407732158464,1305888224326365184
1103733117125382144,45396268
1103733117125382144,96160040
730534774612332544,45396268
18868498,96160040
1020710493831483392,873950011909963776
182505236,737544816871899136
182505236,873950011909963776
440061912,45396268
261911232,45396268
261911232,737544816871899136
261911232,96160040
1145416949540761600,1280382273225986048
142394224,873950011909963776
3627940348,2387728961
161703812,45396268
45372520,45396268
45372520,96160040
767697058774081536,45396268
767697058774081536,873950011909963776
1474121626006528000,1220429536392814592
1195107773589131264,96160040
384983014,45396268
231028687,45396268
