,Id
226,27146383945396268
227,57121941145396268
228,302469840345396268
229,13588738545396268
230,144240685815362765345396268
231,33370386245396268
232,11222976845396268
233,122915954579415859245396268
234,82229301106956697645396268
235,40932187245396268
236,143768858297468108845396268
237,143774842121824666145396268
238,128076835851066573045396268
239,137984641465885081945396268
240,360472729645396268
241,56563301545396268
242,102892942073892864145396268
243,39034268445396268
244,306589676745396268
245,87545672070066995345396268
246,13452041545396268
247,21812807845396268
248,482241368145396268
249,110359992815107686545396268
250,6122544345396268
251,89739404040834662545396268
252,54592892145396268
253,113182903217204428845396268
254,140222472272581837045396268
255,59064596645396268
256,34132055145396268
257,23931752045396268
258,102460750686839193645396268
259,55946388545396268
260,189115096445396268
261,230136812945396268
262,3069840345396268
263,7641683145396268
264,114668770845396268
265,101159030528244940845396268
266,90397370270191616045396268
267,80582826861207961645396268
268,139932376063382733045396268
269,22559879145396268
270,15384058845396268
271,125348777119016551045396268
272,21075911045396268
273,106839399232744243245396268
274,78680656149041152045396268
275,131317901195520819845396268
276,465243122345396268
277,137040368653979648745396268
278,116229501855353241845396268
279,72114455945396268
280,25143026145396268
281,55381060345396268
282,23980564045396268
283,54849321945396268
284,29761987345396268
285,220144256145396268
286,114313170849935360145396268
287,18728562345396268
288,138768294870356377745396268
289,29121535945396268
290,141125087214797209645396268
291,141122014649715097645396268
292,235220501545396268
293,75603103134248960045396268
294,284394616545396268
295,56436035045396268
296,44831859745396268
297,13418894645396268
298,15857283145396268
299,71464307341073613045396268
300,96426214432907673745396268
301,77071112362879385945396268
302,28142257945396268
303,84626335445396268
304,138982683516956262545396268
305,22557879345396268
306,234272187745396268
307,131154954492929638545396268
308,38468076945396268
309,241792910045396268
310,101262425732565401745396268
311,117398085642950246645396268
312,25502582645396268
313,275860728745396268
314,79498338936339251245396268
315,134387328148977664045396268
316,139642710854990643545396268
317,31450431845396268
318,131493511411214336145396268
319,25604975045396268
320,43329334245396268
321,53446078045396268
322,130155043218413568045396268
323,404204827045396268
324,117317155637531033645396268
325,22228336345396268
326,42481613445396268
327,2118977945396268
328,129787921043497779545396268
329,38424068245396268
330,139222603338716364845396268
331,139110417472996557445396268
332,102730145365069824045396268
333,417041240245396268
334,102384096732825600145396268
335,20765802145396268
336,243453962445396268
337,73740719185503846445396268
338,163631354445396268
339,7450224045396268
340,22134584645396268
341,138695978387446988945396268
342,2006132345396268
343,102316154045396268
344,9637704845396268
345,131776608330731520145396268
346,121168975758916813245396268
347,27934413545396268
348,10080376445396268
349,123488018237015245145396268
350,25933404545396268
351,2827570045396268
352,95912086013211033745396268
353,19742667045396268
354,11102068945396268
355,134009003704051712645396268
356,36240468945396268
357,22504328845396268
358,137898718884784537845396268
359,128525259133777100845396268
360,276207322045396268
361,22226310845396268
362,23944615345396268
363,91987428155900313645396268
364,120180491190794240145396268
365,171230845845396268
366,125979347198191616145396268
367,127453665517785907445396268
368,236153775745396268
369,83267278845396268
370,109957963255321804845396268
371,86385390043212185645396268
372,5100093945396268
373,43188457945396268
374,21510513145396268
375,130949914936107418145396268
376,107315031540126515245396268
377,24634170745396268
378,87900724445396268
379,125580432136887910645396268
380,30264664645396268
381,126082994840893030945396268
382,121722623444850279145396268
383,137249425362925977845396268
384,32448396145396268
385,136258473658202931245396268
386,5848221945396268
387,8113284645396268
388,29921958945396268
389,112220779617345126545396268
390,35186129245396268
391,37355183045396268
392,223529641745396268
393,133729807518711398445396268
394,77342591368602828845396268
395,49075986445396268
396,58318272045396268
397,299679923845396268
398,136961891947710873745396268
399,136540928613069619245396268
400,1928096845396268
401,15860707845396268
402,473263712845396268
403,78907539063985766445396268
404,252526927645396268
405,148504922445396268
406,134813427245396268
407,124309680679337984045396268
408,136244361791950438645396268
409,41878757745396268
410,80113224320904396945396268
411,17447011445396268
412,27763372845396268
413,23562643345396268
414,1283170245396268
415,52155754645396268
416,133772885843136921645396268
417,17715522245396268
418,96579545045396268
419,86298564207824076945396268
420,9134089145396268
421,51718610645396268
422,131647016738012774445396268
423,25126663045396268
424,115912617352962458145396268
425,21960758645396268
426,382418515545396268
427,121455194352960716945396268
428,134832500285315072845396268
429,95480563945396268
430,133871118308024729645396268
431,73012952522127360045396268
432,55703531745396268
433,92044398587697971245396268
434,16037791245396268
435,3580565845396268
436,85585276045305856145396268
437,103278977657809715245396268
438,90945354988038963245396268
439,59130645545396268
440,218302378345396268
441,110373311712538214445396268
442,21847749545396268
443,24645802245396268
444,41625373545396268
445,26176096645396268
446,24953389445396268
447,238636789145396268
448,94314688298496819245396268
449,36008584445396268
450,132436960137175449845396268
451,91138652985934643445396268
452,14763163645396268
453,57747777545396268
454,79170569786819379245396268
455,33088126445396268
456,160646802645396268
457,91733351507891404845396268
458,1437266345396268
459,100761496447402393745396268
460,82237990057309798445396268
461,215853314045396268
462,11184396445396268
463,153203928145396268
464,120730146058263756845396268
465,113087419892095795245396268
466,22348704645396268
467,12060422145396268
468,133932523508302233645396268
469,130009372245396268
470,27621947345396268
471,82155939645396268
472,15096191045396268
473,143251450845396268
474,71749990174836326445396268
475,103376186932302233645396268
476,38485075545396268
477,27947385645396268
478,6142688545396268
479,92218202795200512045396268
480,5388729045396268
481,28151053745396268
482,11738152145396268
483,47936363445396268
484,104573918424016486745396268
485,130793593105224089645396268
486,44709876145396268
487,121903059016452096545396268
488,73869221599685427245396268
489,133383132238990951045396268
490,30188363145396268
491,37040035045396268
492,83663563792726425745396268
493,70973835188935475645396268
494,112388943839071846745396268
495,133156321415337984145396268
496,133297348802661990545396268
497,2283252145396268
498,88252101574574899245396268
499,21253304045396268
500,10242256845396268
501,79425291045396268
502,86627961745396268
503,22993167845396268
504,335161748145396268
505,132987296758972006445396268
506,10017921045396268
507,129929069545962700845396268
508,78158596345786368145396268
509,9933163445396268
510,282262652145396268
511,132771270725304730045396268
512,132770273937215897645396268
513,114249030234483507345396268
514,288538925745396268
515,55734297045396268
516,291406556845396268
517,39073934845396268
518,99468801996056166945396268
519,104521352992045875545396268
520,236414332145396268
521,77004294654041292945396268
522,128838663207741030445396268
523,4103732745396268
524,85278684115773849645396268
525,93376557498288537645396268
526,130895711388509388845396268
527,106625936142779596845396268
528,7900186945396268
529,46940364545396268
530,158560104045396268
531,131310974011385037045396268
532,97677101201564057845396268
533,289222885545396268
534,131937121871430042245396268
535,13535660345396268
536,84629903004077670445396268
537,79814277587102106045396268
538,93525808716597657645396268
539,122948662840782438645396268
540,108649952387319808045396268
541,222617484545396268
542,60462407845396268
543,220357587245396268
544,105753425717282816045396268
545,108385842519125607045396268
546,119806285304904909045396268
547,469809200445396268
548,79939093148095692845396268
549,53837146045396268
550,98388960145396268
551,10053950245396268
552,120290124604838707245396268
553,425015545645396268
554,30319301045396268
555,233679553345396268
556,4557411145396268
557,36819337345396268
558,130792838116662067245396268
559,130628247957009612845396268
560,34213501545396268
561,57354570245396268
562,51494414945396268
563,16037032245396268
564,107060667047106560045396268
565,17475249145396268
566,164675051445396268
567,87655249355942297645396268
568,18572078845396268
569,103996950254763623045396268
570,11940308945396268
571,59588871845396268
572,43243242945396268
573,31631956245396268
574,149454725545396268
575,130185250364710093645396268
576,13858991445396268
577,43452094445396268
578,46165260645396268
579,130268932205173555345396268
580,30343179945396268
581,36631940445396268
582,289356572245396268
583,125257784964046438545396268
584,125989791582646272045396268
585,84965363128044748845396268
586,50092382645396268
587,321969615145396268
588,73858566899815628945396268
589,18087750745396268
590,129213283948861849645396268
591,109609197007270297745396268
592,129674416836311040045396268
593,36828998945396268
594,22501611845396268
595,90097143958234726645396268
596,116305188794550681645396268
597,44817767545396268
598,84814355726962688045396268
599,166872506645396268
600,71478570232041062445396268
601,88904394245246976145396268
602,24977012045396268
603,136480611745396268
604,81708100345396268
605,18385428545396268
606,105697258627658547245396268
607,123597928048568320045396268
608,12272896645396268
609,75298137495332864045396268
610,217858109545396268
611,10656911445396268
612,117256919192641945645396268
613,8951226645396268
614,128515336298027827245396268
615,59677032145396268
616,95427196345396268
617,110876454683829043245396268
618,223909870245396268
619,226438541145396268
620,10419404945396268
621,427240851545396268
622,7822581145396268
623,187202177545396268
624,72014639784935014445396268
625,125511613466533478645396268
626,48706252545396268
627,186519839445396268
628,63098898545396268
629,103888331016709734445396268
630,30142492745396268
631,72901582039996006445396268
632,48202020845396268
633,98657172961832551045396268
634,127514420996471603245396268
635,110049690687731302845396268
636,28282280345396268
637,9943401945396268
638,75994064859423948845396268
639,62623642645396268
640,134736982245396268
641,63576761945396268
642,107244333981385113645396268
643,26559141545396268
644,88783879703517184045396268
645,14609672945396268
646,15867589845396268
647,127255327371995955245396268
648,109021074274014003245396268
649,329317547145396268
650,127289621977856000845396268
651,15299079545396268
652,241085083245396268
653,24695425045396268
654,97868913300988723245396268
655,53571650245396268
656,125657569807398912345396268
657,157210347045396268
658,15968417245396268
659,82328614170518732845396268
660,115163015719677542545396268
661,107440315345245798445396268
662,11322908945396268
663,26279541045396268
664,47120256245396268
665,11827671745396268
666,56307489345396268
667,41811602145396268
668,610739245396268
669,40726659345396268
670,23638688045396268
671,6589658345396268
672,124855845758380851245396268
673,125014232421201920045396268
674,27904796445396268
675,59385950745396268
676,96055522231266918445396268
677,121629735045396268
678,38838181345396268
679,18992860245396268
680,22462022145396268
681,14164967345396268
682,156547186845396268
683,215123184945396268
684,37727974545396268
685,26537514445396268
686,245048810445396268
687,3658876345396268
688,258768335645396268
689,79093366292154777645396268
690,8893396045396268
691,300028501745396268
692,59525506945396268
693,112693726296346214445396268
694,70943189268108492845396268
695,4291714045396268
696,108728815370101145745396268
697,119560242845396268
698,295388300345396268
699,422982349245396268
700,62774894745396268
701,26741183345396268
702,17239120845396268
703,1133792245396268
704,124855283238453657845396268
705,124199909363281100945396268
706,120168967345396268
707,14390174245396268
708,28148194245396268
709,36791591445396268
710,25187964645396268
711,38032472245396268
712,51551135545396268
713,304788210045396268
714,125001535406096793845396268
715,108729820099690086445396268
716,123685051453874176045396268
717,116708839903303270945396268
718,229792848645396268
719,148122956445396268
720,292961203745396268
721,56233097245396268
722,124354862140199321645396268
723,2115621045396268
724,49911073745396268
725,317260490745396268
726,14787927845396268
727,27106305645396268
728,122389397092267622445396268
729,146940169945396268
730,432008327145396268
731,48187098945396268
732,93957267594031923845396268
733,12562003645396268
734,7014843345396268
735,42650127745396268
736,77405345025461452845396268
737,119427368091594342545396268
738,81506277145396268
739,22438183245396268
740,50741631145396268
741,83815330522635878445396268
742,339341360845396268
743,122469962545396268
744,70066392257608908845396268
745,74392013420980633845396268
746,4097638845396268
747,84571438119958937745396268
748,71220184847265382445396268
749,144577794845396268
750,96443480669091430445396268
751,124158698932698316845396268
752,103598913745396268
753,124090684297855795245396268
754,27234530145396268
755,1538904345396268
756,110624002114793472345396268
757,1869801745396268
758,298626495445396268
759,71677494528881049645396268
760,26089778645396268
761,54246982745396268
762,258116350645396268
763,10139683845396268
764,216066682145396268
765,23979695045396268
766,132042392645396268
767,168929258545396268
768,123894730631517390045396268
769,123881345466175078745396268
770,85360218537195520245396268
771,38498301445396268
772,95334818152548352245396268
773,5868453245396268
774,72349171461524275245396268
775,40284877545396268
776,18980925645396268
777,6559138645396268
778,236598757645396268
779,75359444262866534445396268
780,38580350345396268
781,3488775745396268
782,108576125042289868845396268
783,248254276545396268
784,227574976645396268
785,912027245396268
786,642408245396268
787,274295067345396268
788,90946649893002035245396268
789,72206645032902656045396268
790,77905558445396268
791,114645140702282547445396268
792,131079504045396268
793,117498950645396268
794,14794389145396268
795,86311756676357324845396268
796,59567106145396268
797,5634838245396268
798,110547563060549632145396268
799,37503155445396268
800,24287477745396268
801,113357501618714624245396268
802,102411255337742336045396268
803,238785653445396268
804,70967513545396268
805,123372873672344780845396268
806,107822129645396268
807,10564265245396268
808,8488447945396268
809,166212838245396268
810,122383008812858572845396268
811,310395343545396268
812,110221429939153305645396268
813,13788768545396268
814,270802636945396268
815,71869965358845952045396268
816,28459970645396268
817,13955219545396268
818,13763198745396268
819,99483815445396268
820,270952789045396268
821,116953789528111513645396268
822,12829426245396268
823,23281868845396268
824,40099238645396268
825,300025270745396268
826,1425027045396268
827,120838870675270041645396268
828,122588971932367667245396268
829,231904509045396268
830,50872302345396268
831,343069221345396268
832,26686066145396268
833,119714991045396268
834,120334520836628889845396268
835,12332514945396268
836,37509709445396268
837,24112578845396268
838,2128216945396268
839,436927717545396268
840,97449417045396268
841,110089045345396268
842,19928937145396268
843,105282652205735936045396268
844,98367862911161548845396268
845,17073411645396268
846,99382956967641497745396268
847,4134271545396268
848,1437583345396268
849,96985558845396268
850,19724352145396268
851,125152851045396268
852,109853832921211289645396268
853,121926489867021926545396268
854,121921980911364096045396268
855,47145493045396268
856,121753373302219572245396268
857,99936108725346713745396268
858,39214444345396268
859,145202118845396268
860,100619356109062553645396268
861,296523171445396268
862,110544168397254656245396268
863,22770023445396268
864,109200339274921164845396268
865,115681952119964057645396268
866,81660089703583744145396268
867,82268608414872371345396268
868,196197218645396268
869,16024196945396268
870,111277614791647641645396268
871,117947521614317977745396268
872,20029856145396268
873,121277611874008678945396268
874,98705524945396268
875,88334903566242201645396268
876,81621445437947904045396268
877,75934410841457049745396268
878,121075184478532813045396268
879,25302956945396268
880,22769409645396268
881,118424338987060838445396268
882,133524146645396268
883,27085038045396268
884,56758186745396268
885,92393979949661798445396268
886,108124436161727283345396268
887,70213137645396268
888,120736628061921689645396268
889,85983153206798745645396268
890,45788499545396268
891,35359848145396268
892,117617623074128691245396268
893,71311188509740646445396268
894,32765258645396268
895,20955960945396268
896,30755985045396268
897,120741642473980313745396268
898,151365158445396268
899,89452344857955123245396268
900,29878168245396268
901,280408728645396268
902,63131429245396268
903,17761775945396268
904,74529463245396268
905,25357057045396268
906,21689824245396268
907,27561802045396268
908,86947738094295859245396268
909,120615069117938073645396268
910,114896614724254515245396268
911,236163461445396268
912,118851570538739712245396268
913,13009189245396268
914,78480356545396268
915,19654749145396268
916,19135664045396268
917,22472772945396268
918,112294924617139405345396268
919,119167388719873228845396268
920,12470706745396268
921,220756857545396268
922,36708606745396268
923,46788725245396268
924,114203798723826483345396268
925,120085212036009984045396268
926,50286567745396268
927,92836473526278963345396268
928,6247725645396268
929,100936018371640115245396268
930,152608631645396268
931,5324056645396268
932,256309624145396268
933,115181816307768934545396268
934,282260801945396268
935,23486639545396268
936,106987143784083046445396268
937,49892907745396268
938,26930662445396268
939,83814402148684595245396268
940,33651548645396268
941,10901692345396268
942,27893164045396268
943,215603830645396268
944,1468189445396268
945,140242587645396268
946,109358387585343898345396268
947,118437419330514944145396268
948,40651155845396268
949,119950328351939788845396268
950,13596160545396268
951,16061124045396268
952,118966205492537754045396268
953,121767675045396268
954,117554166025766502445396268
955,48584535545396268
956,10614149045396268
957,119539667707670528045396268
958,231168080545396268
959,72307956208350412945396268
960,86706247431028736045396268
961,91095573738761830545396268
962,119607057695734169645396268
963,101858167441688576545396268
964,117872980521219686445396268
965,239219284645396268
966,106154304745396268
967,94190975544607949045396268
968,106428385143283302545396268
969,88115445745396268
970,58422318745396268
971,109680440691227033745396268
972,114177021099688755345396268
973,119397109947168768045396268
974,91036089500773990445396268
975,115353323640609996845396268
976,41490644045396268
977,396120460545396268
978,115096996345396268
979,24487135545396268
980,17922117645396268
981,114234072588081971345396268
982,240307023845396268
983,9046642145396268
984,293244588545396268
985,39268238645396268
986,119184326989599950045396268
987,119178964163410739345396268
988,118395210237004185645396268
989,25088346645396268
990,10801816445396268
991,95768723421121740945396268
992,50010381445396268
993,90009969210894745745396268
994,10477418745396268
995,119128656813013811245396268
996,107405217715970457645396268
997,95532929544178483245396268
998,118987176679511654645396268
999,242429911245396268
1000,25011773445396268
1001,17688974845396268
1002,111505613150695424045396268
1003,10368418645396268
1004,28939858945396268
1005,110801803842980249745396268
1006,73005759591081574445396268
1007,118713704555212800445396268
1008,118573448150585344045396268
1009,97535931749812224145396268
1010,5180613545396268
1011,20678397145396268
1012,1441450445396268
1013,19180526745396268
1014,88252706965315174645396268
1015,28178242345396268
1016,109818312645396268
1017,282109566345396268
1018,76887165974291251245396268
1019,88583153628895641645396268
1020,22541885545396268
1021,84273092791047782445396268
1022,20439767445396268
1023,133257785545396268
1024,24464180945396268
1025,35047959745396268
1026,106350937019610726945396268
1027,105912184345396268
1028,222232827145396268
1029,18619124645396268
1030,343470155145396268
1031,118070279151961702445396268
1032,118134098993340416045396268
1033,89701790746458931245396268
1034,291295107345396268
1035,59112010645396268
1036,59464124945396268
1037,85295300949571584145396268
1038,4674592945396268
1039,18325001745396268
1040,44997171345396268
1041,174685520045396268
1042,612110245396268
1043,42196817045396268
1044,27004776245396268
1045,448181875545396268
1046,117716048042464051245396268
1047,40730690745396268
1048,13896305545396268
1049,40929458645396268
1050,165754628445396268
1051,31568157545396268
1052,12174002345396268
1053,29619493145396268
1054,83945447933437542545396268
1055,83388769157804441645396268
1056,25521560245396268
1057,116442923593673523245396268
1058,25701641545396268
1059,382255861545396268
1060,93931142645396268
1061,117183248681026764945396268
1062,224541178945396268
1063,105332519955743129645396268
1064,36555586145396268
1065,113694753851753267445396268
1066,1483093145396268
1067,25601925245396268
1068,117630904406531276845396268
1069,106311836842795008345396268
1070,47989219345396268
1071,284117264345396268
1072,486163938645396268
1073,47576832045396268
1074,77819320201691136045396268
1075,103078586262221619345396268
1076,107545050400265830445396268
1077,151460150045396268
1078,98195116728565350545396268
1079,41659767945396268
1080,24783988245396268
1081,122807657545396268
1082,33698109145396268
1083,115662515380101529645396268
1084,117253580341254553645396268
1085,101676528230251315345396268
1086,6955862145396268
1087,57318926345396268
1088,90896347245396268
1089,117112628716080742545396268
1090,91165929356443238945396268
1091,107101631573174272145396268
1092,5673415345396268
1093,115935047077277696045396268
1094,107334223089359667745396268
1095,250834640545396268
1096,413571222345396268
1097,119300184645396268
1098,116899374614022144045396268
1099,111888262449843404845396268
1100,105870198032195994045396268
1101,78996814445396268
1102,79694760244924006445396268
1103,21279407645396268
1104,89388016701743513645396268
1105,50576873945396268
1106,61273274045396268
1107,38739477345396268
1108,41005279345396268
1109,30362730645396268
1110,272665420945396268
1111,114970201518816460845396268
1112,45475232445396268
1113,6924065345396268
1114,113233362033146675845396268
1115,270718046545396268
1116,421863776245396268
1117,114859770707177472145396268
1118,17494690545396268
1119,38505368445396268
1120,159326021445396268
1121,115122292179014451245396268
1122,52063259445396268
1123,74654070663480115445396268
1124,61890193045396268
1125,116313525245396268
1126,52870266745396268
1127,232752559245396268
1128,23256626845396268
1129,97320240095689523245396268
1130,10470631845396268
1131,35274085745396268
1132,7704458545396268
1133,113664993103548006445396268
1134,57598603945396268
1135,3932193845396268
1136,57551153945396268
1137,11006167845396268
1138,115187441722972979245396268
1139,93231026060548915245396268
1140,39467444445396268
1141,29757183545396268
1142,115122029456626073645396268
1143,18316917045396268
1144,1551434045396268
1145,9746725245396268
1146,27400223745396268
1147,162252520245396268
1148,38810765645396268
1149,114348857635469312045396268
1150,18379329545396268
1151,6896658545396268
1152,114810856902123110445396268
1153,114145016715496243245396268
1154,83853418378180608145396268
1155,48662167045396268
1156,285959486545396268
1157,282650377445396268
1158,108559679544981094445396268
1159,95332443645396268
1160,78144942213585305645396268
1161,5656666345396268
1162,112367551366971801845396268
1163,1109563245396268
1164,51339055645396268
1165,15355774945396268
1166,106375605735128268845396268
1167,38337187345396268
1168,6593326245396268
1169,23866150945396268
1170,18058565245396268
1171,25955723245396268
1172,52599098545396268
1173,258778886345396268
1174,112369384347871232245396268
1175,25937681245396268
1176,50545340245396268
1177,32048573045396268
1178,102012581445396268
1179,150502140845396268
1180,7100289545396268
1181,114137245644533760045396268
1182,15374136445396268
1183,451437439745396268
1184,487970719045396268
1185,86090473783466393945396268
1186,8342728345396268
1187,93151173196840960045396268
1188,60168499145396268
1189,167164849845396268
1190,77906349309383065645396268
1191,56417287545396268
1192,45611483445396268
1193,486417438945396268
1194,113982815798341632345396268
1195,10275131245396268
1196,362634799745396268
1197,16921763045396268
1198,241428658945396268
1199,23199682645396268
1200,113801465081199001645396268
1201,110415800543469568145396268
1202,303955079345396268
1203,83646212030058905645396268
1204,86832445445396268
1205,112942907049060761645396268
1206,107253190590664704145396268
1207,38947527345396268
1208,110596578273391001745396268
1209,13527887045396268
1210,9660645945396268
1211,110100993245396268
1212,11076343145396268
1213,106338945645396268
1214,17496587445396268
1215,309800125745396268
1216,288576166545396268
1217,304140930045396268
1218,256493872345396268
1219,230731623945396268
1220,52914751945396268
1221,154506702745396268
1222,53394383745396268
1223,30213094445396268
1224,16234382045396268
1225,18568193345396268
1226,336373326945396268
1227,33356366145396268
1228,191416511445396268
1229,46823412245396268
1230,39791087645396268
1231,111860173091529523245396268
1232,106817752954933248145396268
1233,86340436445396268
1234,490943952345396268
1235,37805696445396268
1236,96966349705863577745396268
1237,80902706645396268
1238,103801037645396268
1239,26650998545396268
1240,108559744776482406645396268
1241,20547960245396268
1242,28523377745396268
1243,312775138145396268
1244,2076405545396268
1245,340574102745396268
1246,18926174945396268
1247,70542345396268
1248,78871954124533760045396268
1249,10433892545396268
1250,7939091845396268
1251,102737499237854003245396268
1252,19455133245396268
1253,25787046445396268
1254,1455947545396268
1255,10424666945396268
1256,111626973763651993645396268
1257,111638739492685004845396268
1258,79167797993186918445396268
1259,86409460888786534545396268
1260,104779548254475059245396268
1261,19934858645396268
1262,24877442245396268
1263,134338557245396268
1264,138565932145396268
1265,30998017545396268
1266,109055314585871155245396268
1267,104242351822960640145396268
1268,36093009945396268
1269,76107667445396268
1270,1165969245396268
1271,111439091219129959145396268
1272,8191964045396268
1273,32975686945396268
1274,7376602845396268
1275,300216887245396268
1276,12539647445396268
1277,8610353445396268
1278,5744485945396268
1279,89025488427204198445396268
1280,72568130514967347345396268
1281,267729225745396268
1282,111082964964125491245396268
1283,36703781045396268
1284,24750264645396268
1285,72214480445396268
1286,111192372405439692845396268
1287,331927747045396268
1288,395395171545396268
1289,23045516945396268
1290,110877979948761907245396268
1291,33099773545396268
1292,111022691249910988945396268
1293,111050647374920499245396268
1294,28604869545396268
1295,110597816822840934445396268
1296,16833771645396268
1297,110901589882690764845396268
1298,109923223299944857845396268
1299,61431225145396268
1300,114028791845396268
1301,31896438345396268
1302,91646394821972378245396268
1303,91847218489658982445396268
1304,87643101645396268
1305,110703019546530611245396268
1306,8842885245396268
1307,98982436826713702545396268
1308,110610336238106214445396268
1309,130532992945396268
1310,6654682445396268
1311,240317031545396268
1312,1519092945396268
1313,110589686667852185945396268
1314,294956464645396268
1315,72685922445396268
1316,9385321545396268
1317,29411724645396268
1318,110511311453255680245396268
1319,9026252445396268
1320,13070956945396268
1321,19756308045396268
1322,108124523844909466045396268
1323,19519302145396268
1324,3568494445396268
1325,3664405545396268
1326,235329921045396268
1327,1415683545396268
1328,110220717138579046545396268
1329,22401613145396268
1330,110258994114458010145396268
1331,37275556645396268
1332,246767511645396268
1333,10897664845396268
1334,221320864545396268
1335,22475018145396268
1336,271937546245396268
1337,228283072945396268
1338,102464921610530406445396268
1339,23568841045396268
1340,107550619469603635245396268
1341,272339056745396268
1342,13253229845396268
1343,19269341345396268
1344,105071641345396268
